0.00229377806825681,MT-CYB
0.00232423912064617,JTB
0.0023863434266187,HIST1H4C
0.00298343299606341,PET100
0.00302274240505707,ADAM19
0.00306255404296296,ARPC3
0.00310287410465415,PSMB8
0.00335582828901204,R3HDM4
0.00387248696557041,SYT14
0.00397437017619273,UBE2L6
0.00413208389919228,TNFRSF25
0.00440851777336393,PSMB10
0.00446591656644912,TMC6
0.00452403947699409,ZNF638
0.00470284169861834,ARL6IP5
0.00495192965912272,RER1
0.00495192965912272,LGALS3
0.00577833736964317,ATP5L
0.00600495657028022,TTC39C
0.00600495657028022,CD96
0.00608239200653005,ARHGAP9
0.006160794382569,LCK
0.00656772308183884,GPD1L
0.00709047043022526,LRRC75A
0.00727350873764765,DEF6
0.00727350873764765,PARP12
0.00795087604828781,HIF1A
0.0081553723197838,RPL28
0.00825952088637294,SOCS2
0.00825952088637294,TXN
0.00836495657050218,COPS9
0.00857975084361584,AHNAK
0.00891198494444989,MTA2
0.0090254717425835,H3F3B
0.0094935686840234,TRAPPC1
0.0094935686840234,GTF3A
0.00973634426265679,PRRC2C
0.00985997450062337,MT2A
0.010240048991605,DBI
0.010501267527157,GPI
0.0113241943480453,ARRDC3
0.0126766736181683,GMFG
0.0126766736181683,MIF-AS1
0.0133267504738628,COX5B
0.0134942401686309,SHOX
0.0149094485206294,CSGALNACT1
0.0149094485206294,RPL41
0.0152850754027964,SNRPB
0.0166731793577042,COX6A1
0.0177384825039177,LRG_115t1
0.0179592992996591,ARPC4
0.0181827716419161,MAP4K1
0.0200699109089015,DDOST
0.0221456386960557,RPS2
0.0232598077015336,ALDOC
0.0235466987301107,NDUFA13
0.0244280264169721,IFFO1
0.0262872364326623,ARID5A
0.027940282017981,ZBTB25
0.0289798118390272,GIGYF1
0.0300566299842786,SEP15
0.0300566299842786,STK10
0.033120344638796,PSMC5
0.0335238694967948,RPLP0
0.0343451996621909,DPP7
0.0343451996621909,GPS2
0.0356137078095893,DDX3Y
0.0373755443302044,HNRNPC
0.0387518002863074,HNRNPA2B1
0.0392213206295136,C19orf66
0.0411548715545469,PCBP1
0.0416524392749626,PLP2
0.0431801990171499,ANXA6
0.0437013564057538,NDUFA4
0.0447619282787826,FLII
0.0447619282787826,TUFM
